School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2015-2016,OREGON,4106270,Helix SD 1,,,584,Reading/Language Arts,65-69,99,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106300,Hermiston SD 8,,,583,Mathematics,41,2832,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106300,Hermiston SD 8,,,584,Reading/Language Arts,56,2814,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100023,Hillsboro SD 1J,,,583,Mathematics,43,10674,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100023,Hillsboro SD 1J,,,584,Reading/Language Arts,57,10639,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106510,Hood River County SD,,,583,Mathematics,38,1895,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106510,Hood River County SD,,,584,Reading/Language Arts,51,1919,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106600,Huntington SD 16J,,,583,Mathematics,LE20,28,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106600,Huntington SD 16J,,,584,Reading/Language Arts,21-39,28,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106630,Imbler SD 11,,,583,Mathematics,45-49,168,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106630,Imbler SD 11,,,584,Reading/Language Arts,65-69,168,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100047,Ione SD R2,,,583,Mathematics,35-39,114,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100047,Ione SD R2,,,584,Reading/Language Arts,50-54,116,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106740,Jefferson County SD 509J,,,583,Mathematics,21,1496,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106740,Jefferson County SD 509J,,,584,Reading/Language Arts,32,1498,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106710,Jefferson SD 14J,,,583,Mathematics,28,470,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106710,Jefferson SD 14J,,,584,Reading/Language Arts,42,469,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106750,Jewell SD 8,,,583,Mathematics,20-24,73,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106750,Jewell SD 8,,,584,Reading/Language Arts,50-54,73,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106780,John Day SD 3,,,583,Mathematics,40,329,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106780,John Day SD 3,,,584,Reading/Language Arts,55,330,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106820,Jordan Valley SD 3,,,583,Mathematics,21-39,28,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106820,Jordan Valley SD 3,,,584,Reading/Language Arts,40-59,29,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106870,Joseph SD 6,,,583,Mathematics,50-54,115,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106870,Joseph SD 6,,,584,Reading/Language Arts,60-64,117,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106930,Junction City SD 69,,,583,Mathematics,38,904,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106930,Junction City SD 69,,,584,Reading/Language Arts,51,900,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106960,Juntura SD 12,,,583,Mathematics,PS,3,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106960,Juntura SD 12,,,584,Reading/Language Arts,PS,3,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107020,Klamath County SD,,,583,Mathematics,39,3261,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107020,Klamath County SD,,,584,Reading/Language Arts,51,3255,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107080,Klamath Falls City Schools,,,583,Mathematics,34,1545,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107080,Klamath Falls City Schools,,,584,Reading/Language Arts,44,1552,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100040,Knappa SD 4,,,583,Mathematics,31,240,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100040,Knappa SD 4,,,584,Reading/Language Arts,46,241,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107200,La Grande SD 1,,,583,Mathematics,40,1157,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107200,La Grande SD 1,,,584,Reading/Language Arts,52,1157,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107280,Lake County SD 7,,,583,Mathematics,44,392,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107280,Lake County SD 7,,,584,Reading/Language Arts,60,389,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107230,Lake Oswego SD 7J,,,583,Mathematics,76,3535,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107230,Lake Oswego SD 7J,,,584,Reading/Language Arts,84,3534,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107380,Lebanon Community SD 9,,,583,Mathematics,39,2181,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107380,Lebanon Community SD 9,,,584,Reading/Language Arts,47,2199,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107500,Lincoln County SD,,,583,Mathematics,32,2774,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107500,Lincoln County SD,,,584,Reading/Language Arts,50,2780,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107530,Long Creek SD 17,,,583,Mathematics,LT50,8,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107530,Long Creek SD 17,,,584,Reading/Language Arts,LT50,8,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107590,Lowell SD 71,,,583,Mathematics,35,227,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107590,Lowell SD 71,,,584,Reading/Language Arts,55,227,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100042,Malheur County SD 51,,,583,Mathematics,.,0,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100042,Malheur County SD 51,,,584,Reading/Language Arts,.,0,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107710,Mapleton SD 32,,,583,Mathematics,20-24,90,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107710,Mapleton SD 32,,,584,Reading/Language Arts,30-34,90,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107740,Marcola SD 79J,,,583,Mathematics,25-29,130,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107740,Marcola SD 79J,,,584,Reading/Language Arts,50-54,131,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4107980,McKenzie SD 68,,,583,Mathematics,30-34,103,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4107980,McKenzie SD 68,,,584,Reading/Language Arts,55-59,104,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108010,McMinnville SD 40,,,583,Mathematics,51,3398,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108010,McMinnville SD 40,,,584,Reading/Language Arts,60,3429,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108040,Medford SD 549C,,,583,Mathematics,41,7071,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108040,Medford SD 549C,,,584,Reading/Language Arts,58,7070,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108160,Milton-Freewater Unified SD 7,,,583,Mathematics,20,918,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108160,Milton-Freewater Unified SD 7,,,584,Reading/Language Arts,42,913,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108280,Mitchell SD 55,,,583,Mathematics,10-14,97,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108280,Mitchell SD 55,,,584,Reading/Language Arts,40-44,95,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108310,Molalla River SD 35,,,583,Mathematics,35,1371,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108310,Molalla River SD 35,,,584,Reading/Language Arts,54,1384,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108430,Monroe SD 1J,,,583,Mathematics,34,231,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108430,Monroe SD 1J,,,584,Reading/Language Arts,49,231,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108460,Monument SD 8,,,583,Mathematics,20-29,35,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108460,Monument SD 8,,,584,Reading/Language Arts,60-69,35,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108520,Morrow SD 1,,,583,Mathematics,25,1150,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108520,Morrow SD 1,,,584,Reading/Language Arts,41,1133,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108550,Mt Angel SD 91,,,583,Mathematics,39,368,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108550,Mt Angel SD 91,,,584,Reading/Language Arts,54,369,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100640,Myrtle Point SD 41,,,583,Mathematics,18,301,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100640,Myrtle Point SD 41,,,584,Reading/Language Arts,41,302,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108650,Neah-Kah-Nie SD 56,,,583,Mathematics,47,417,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108650,Neah-Kah-Nie SD 56,,,584,Reading/Language Arts,63,419,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108700,Nestucca Valley SD 101J,,,583,Mathematics,30,249,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108700,Nestucca Valley SD 101J,,,584,Reading/Language Arts,59,250,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108720,Newberg SD 29J,,,583,Mathematics,44,2658,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108720,Newberg SD 29J,,,584,Reading/Language Arts,61,2672,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108820,North Bend SD 13,,,583,Mathematics,40,2155,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108820,North Bend SD 13,,,584,Reading/Language Arts,55,2219,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108830,North Clackamas SD 12,,,583,Mathematics,44,8777,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108830,North Clackamas SD 12,,,584,Reading/Language Arts,61,8804,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4104350,North Douglas SD 22,,,583,Mathematics,45-49,169,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4104350,North Douglas SD 22,,,584,Reading/Language Arts,50-54,169,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111400,North Lake SD 14,,,583,Mathematics,35-39,113,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111400,North Lake SD 14,,,584,Reading/Language Arts,55-59,111,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108880,North Marion SD 15,,,583,Mathematics,25,1017,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108880,North Marion SD 15,,,584,Reading/Language Arts,47,1017,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108940,North Powder SD 8J,,,583,Mathematics,25-29,150,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108940,North Powder SD 8J,,,584,Reading/Language Arts,40-44,152,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100020,North Santiam SD 29J,,,583,Mathematics,40,1192,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100020,North Santiam SD 29J,,,584,Reading/Language Arts,53,1196,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100048,North Wasco County SD 21,,,583,Mathematics,34,1517,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100048,North Wasco County SD 21,,,584,Reading/Language Arts,48,1523,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109000,Nyssa SD 26,,,583,Mathematics,31,625,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109000,Nyssa SD 26,,,584,Reading/Language Arts,43,616,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109120,Oakland SD 1,,,583,Mathematics,44,296,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109120,Oakland SD 1,,,584,Reading/Language Arts,64,297,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109150,Oakridge SD 76,,,583,Mathematics,24,259,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109150,Oakridge SD 76,,,584,Reading/Language Arts,41,260,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100045,ODE JDEP District,,,583,Mathematics,LE10,58,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100045,ODE JDEP District,,,584,Reading/Language Arts,20-29,60,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100049,ODE LTCT District,,,583,Mathematics,11,251,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100049,ODE LTCT District,,,584,Reading/Language Arts,20,251,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100043,ODE YCEP District,,,583,Mathematics,LE5,113,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100043,ODE YCEP District,,,584,Reading/Language Arts,35-39,123,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109270,Ontario SD 8C,,,583,Mathematics,29,1191,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109270,Ontario SD 8C,,,584,Reading/Language Arts,40,1190,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109330,Oregon City SD 62,,,583,Mathematics,45,4230,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109330,Oregon City SD 62,,,584,Reading/Language Arts,62,4243,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100009,Oregon Department of Education,,,583,Mathematics,36,531,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100009,Oregon Department of Education,,,584,Reading/Language Arts,55,529,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110890,Oregon Trail SD 46,,,583,Mathematics,43,2185,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110890,Oregon Trail SD 46,,,584,Reading/Language Arts,62,2204,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109430,Paisley SD 11,,,583,Mathematics,45-49,120,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109430,Paisley SD 11,,,584,Reading/Language Arts,55-59,120,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109480,Parkrose SD 3,,,583,Mathematics,27,1719,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109480,Parkrose SD 3,,,584,Reading/Language Arts,48,1717,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109510,Pendleton SD 16,,,583,Mathematics,39,1698,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109510,Pendleton SD 16,,,584,Reading/Language Arts,55,1702,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109530,Perrydale SD 21,,,583,Mathematics,35-39,157,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109530,Perrydale SD 21,,,584,Reading/Language Arts,60-64,158,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109600,Philomath SD 17J,,,583,Mathematics,50,807,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109600,Philomath SD 17J,,,584,Reading/Language Arts,60,814,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109630,Phoenix-Talent SD 4,,,583,Mathematics,30,1406,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109630,Phoenix-Talent SD 4,,,584,Reading/Language Arts,49,1403,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109660,Pilot Rock SD 2,,,583,Mathematics,22,212,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109660,Pilot Rock SD 2,,,584,Reading/Language Arts,44,211,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109690,Pine Creek SD 5,,,583,Mathematics,PS,1,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109690,Pine Creek SD 5,,,584,Reading/Language Arts,PS,1,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109720,Pine Eagle SD 61,,,583,Mathematics,45-49,108,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109720,Pine Eagle SD 61,,,584,Reading/Language Arts,65-69,108,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109750,Pinehurst SD 94,,,583,Mathematics,PS,5,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109750,Pinehurst SD 94,,,584,Reading/Language Arts,PS,5,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109870,Pleasant Hill SD 1,,,583,Mathematics,40,528,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109870,Pleasant Hill SD 1,,,584,Reading/Language Arts,53,539,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4109960,Plush SD 18,,,583,Mathematics,PS,4,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4109960,Plush SD 18,,,584,Reading/Language Arts,PS,4,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110020,Port Orford-Langlois SD 2CJ,,,583,Mathematics,55-59,102,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110020,Port Orford-Langlois SD 2CJ,,,584,Reading/Language Arts,60-64,102,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110040,Portland SD 1J,,,583,Mathematics,51,22617,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110040,Portland SD 1J,,,584,Reading/Language Arts,61,22903,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110080,Powers SD 31,,,583,Mathematics,20-29,53,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110080,Powers SD 31,,,584,Reading/Language Arts,30-39,53,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110110,Prairie City SD 4,,,583,Mathematics,25-29,75,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110110,Prairie City SD 4,,,584,Reading/Language Arts,45-49,75,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110200,Prospect SD 59,,,583,Mathematics,15-19,127,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110200,Prospect SD 59,,,584,Reading/Language Arts,25-29,127,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4103265,Rainier SD 13,,,583,Mathematics,33,483,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4103265,Rainier SD 13,,,584,Reading/Language Arts,57,491,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110350,Redmond SD 2J,,,583,Mathematics,40,3470,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110350,Redmond SD 2J,,,584,Reading/Language Arts,54,3525,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110410,Reedsport SD 105,,,583,Mathematics,23,322,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110410,Reedsport SD 105,,,584,Reading/Language Arts,36,322,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110520,Reynolds SD 7,,,583,Mathematics,22,5818,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110520,Reynolds SD 7,,,584,Reading/Language Arts,35,5804,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110530,Riddle SD 70,,,583,Mathematics,25,207,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110530,Riddle SD 70,,,584,Reading/Language Arts,34,209,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110560,Riverdale SD 51J,,,583,Mathematics,80,314,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110560,Riverdale SD 51J,,,584,Reading/Language Arts,90,314,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110680,Rogue River SD 35,,,583,Mathematics,23,469,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110680,Rogue River SD 35,,,584,Reading/Language Arts,42,472,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110820,Salem-Keizer SD 24J,,,583,Mathematics,38,21340,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110820,Salem-Keizer SD 24J,,,584,Reading/Language Arts,52,21349,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4108100,Santiam Canyon SD 129J,,,583,Mathematics,29,1806,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4108100,Santiam Canyon SD 129J,,,584,Reading/Language Arts,55,1821,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4110980,Scappoose SD 1J,,,583,Mathematics,43,1212,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4110980,Scappoose SD 1J,,,584,Reading/Language Arts,62,1234,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111040,Scio SD 95,,,583,Mathematics,40,359,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111040,Scio SD 95,,,584,Reading/Language Arts,54,359,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111100,Seaside SD 10,,,583,Mathematics,32,813,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111100,Seaside SD 10,,,584,Reading/Language Arts,50,818,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111220,Sheridan SD 48J,,,583,Mathematics,23,545,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111220,Sheridan SD 48J,,,584,Reading/Language Arts,30,549,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111250,Sherman County SD,,,583,Mathematics,50-54,133,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111250,Sherman County SD,,,584,Reading/Language Arts,60-64,132,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111290,Sherwood SD 88J,,,583,Mathematics,67,2861,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111290,Sherwood SD 88J,,,584,Reading/Language Arts,77,2871,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111450,Silver Falls SD 4J,,,583,Mathematics,46,2033,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111450,Silver Falls SD 4J,,,584,Reading/Language Arts,65,2031,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111490,Sisters SD 6,,,583,Mathematics,50,542,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111490,Sisters SD 6,,,584,Reading/Language Arts,67,540,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4105100,Siuslaw SD 97J,,,583,Mathematics,34,704,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4105100,Siuslaw SD 97J,,,584,Reading/Language Arts,50,708,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4105020,South Harney SD 33,,,583,Mathematics,LT50,7,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4105020,South Harney SD 33,,,584,Reading/Language Arts,LT50,7,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111580,South Lane SD 45J3,,,583,Mathematics,40,1429,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111580,South Lane SD 45J3,,,584,Reading/Language Arts,55,1422,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111610,South Umpqua SD 19,,,583,Mathematics,25,735,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111610,South Umpqua SD 19,,,584,Reading/Language Arts,38,733,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100021,South Wasco County SD 1,,,583,Mathematics,45-49,119,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100021,South Wasco County SD 1,,,584,Reading/Language Arts,65-69,120,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111640,Spray SD 1,,,583,Mathematics,21-39,19,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111640,Spray SD 1,,,584,Reading/Language Arts,60-79,19,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111670,Springfield SD 19,,,583,Mathematics,35,5413,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111670,Springfield SD 19,,,584,Reading/Language Arts,49,5486,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111720,St Helens SD 502,,,583,Mathematics,44,1578,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111720,St Helens SD 502,,,584,Reading/Language Arts,53,1583,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111760,St Paul SD 45,,,583,Mathematics,50-54,126,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111760,St Paul SD 45,,,584,Reading/Language Arts,60-64,126,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111790,Stanfield SD 61,,,583,Mathematics,24,287,,All Students,All Students,,All Grades,Mathematics,,
