School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2015-2016,OREGON,4111790,Stanfield SD 61,,,584,Reading/Language Arts,42,285,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111910,Suntex SD 10,,,583,Mathematics,LT50,8,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111910,Suntex SD 10,,,584,Reading/Language Arts,GE50,8,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111940,Sutherlin SD 130,,,583,Mathematics,44,671,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111940,Sutherlin SD 130,,,584,Reading/Language Arts,59,676,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4111970,Sweet Home SD 55,,,583,Mathematics,33,1123,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4111970,Sweet Home SD 55,,,584,Reading/Language Arts,44,1120,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4106900,Three Rivers/Josephine County SD,,,583,Mathematics,34,2330,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4106900,Three Rivers/Josephine County SD,,,584,Reading/Language Arts,55,2346,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4112240,Tigard-Tualatin SD 23J,,,583,Mathematics,52,6541,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4112240,Tigard-Tualatin SD 23J,,,584,Reading/Language Arts,66,6539,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4112320,Tillamook SD 9,,,583,Mathematics,34,1083,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4112320,Tillamook SD 9,,,584,Reading/Language Arts,48,1074,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4112360,Troy SD 54,,,583,Mathematics,.,0,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4112360,Troy SD 54,,,584,Reading/Language Arts,.,0,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4112540,Ukiah SD 80R,,,583,Mathematics,LT50,14,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4112540,Ukiah SD 80R,,,584,Reading/Language Arts,GE50,14,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4112600,Umatilla SD 6R,,,583,Mathematics,19,738,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4112600,Umatilla SD 6R,,,584,Reading/Language Arts,33,742,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4112690,Union SD 5,,,583,Mathematics,35-39,166,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4112690,Union SD 5,,,584,Reading/Language Arts,50-54,166,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100014,Vale SD 84,,,583,Mathematics,34,486,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100014,Vale SD 84,,,584,Reading/Language Arts,55,486,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4112930,Vernonia SD 47J,,,583,Mathematics,35,287,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4112930,Vernonia SD 47J,,,584,Reading/Language Arts,43,287,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4112990,Wallowa SD 12,,,583,Mathematics,40-44,111,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4112990,Wallowa SD 12,,,584,Reading/Language Arts,45-49,111,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4113080,Warrenton-Hammond SD 30,,,583,Mathematics,35,508,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4113080,Warrenton-Hammond SD 30,,,584,Reading/Language Arts,50,510,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4113170,West Linn-Wilsonville SD 3J,,,583,Mathematics,61,5140,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4113170,West Linn-Wilsonville SD 3J,,,584,Reading/Language Arts,74,5137,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4113350,Willamina SD 30J,,,583,Mathematics,18,375,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4113350,Willamina SD 30J,,,584,Reading/Language Arts,30,382,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4113490,Winston-Dillard SD 116,,,583,Mathematics,28,714,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4113490,Winston-Dillard SD 116,,,584,Reading/Language Arts,43,721,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4113530,Woodburn SD 103,,,583,Mathematics,20,3006,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4113530,Woodburn SD 103,,,584,Reading/Language Arts,31,2998,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4100016,Yamhill Carlton SD 1,,,583,Mathematics,43,588,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4100016,Yamhill Carlton SD 1,,,584,Reading/Language Arts,65,588,,All Students,All Students,,All Grades,Reading/Language Arts,,
2015-2016,OREGON,4113650,Yoncalla SD 32,,,583,Mathematics,25-29,127,,All Students,All Students,,All Grades,Mathematics,,
2015-2016,OREGON,4113650,Yoncalla SD 32,,,584,Reading/Language Arts,40-44,127,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4100990,Adel SD 21,,,583,Mathematics,GE50,9,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4100990,Adel SD 21,,,584,Reading/Language Arts,GE50,9,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101020,Adrian SD 61,,,583,Mathematics,55-59,172,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101020,Adrian SD 61,,,584,Reading/Language Arts,70-74,172,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101200,Alsea SD 7J,,,583,Mathematics,20-29,52,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101200,Alsea SD 7J,,,584,Reading/Language Arts,20-29,52,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101230,Amity SD 4J,,,583,Mathematics,31,435,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101230,Amity SD 4J,,,584,Reading/Language Arts,46,434,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101350,Annex SD 29,,,583,Mathematics,11-19,51,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101350,Annex SD 29,,,584,Reading/Language Arts,20-29,51,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101470,Arlington SD 3,,,583,Mathematics,35-39,86,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101470,Arlington SD 3,,,584,Reading/Language Arts,60-64,86,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101500,Arock SD 81,,,583,Mathematics,PS,2,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101500,Arock SD 81,,,584,Reading/Language Arts,PS,2,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101560,Ashland SD 5,,,583,Mathematics,64,1433,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101560,Ashland SD 5,,,584,Reading/Language Arts,74,1451,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101590,Ashwood SD 8,,,583,Mathematics,PS,1,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101590,Ashwood SD 8,,,584,Reading/Language Arts,PS,1,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101620,Astoria SD 1,,,583,Mathematics,35,951,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101620,Astoria SD 1,,,584,Reading/Language Arts,53,954,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101660,Athena-Weston SD 29RJ,,,583,Mathematics,40,320,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101660,Athena-Weston SD 29RJ,,,584,Reading/Language Arts,47,319,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101710,Baker SD 5J,,,583,Mathematics,39,1381,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101710,Baker SD 5J,,,584,Reading/Language Arts,55,1389,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101800,Bandon SD 54,,,583,Mathematics,36,385,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101800,Bandon SD 54,,,584,Reading/Language Arts,57,387,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101830,Banks SD 13,,,583,Mathematics,42,603,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101830,Banks SD 13,,,584,Reading/Language Arts,54,604,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101920,Beaverton SD 48J,,,583,Mathematics,55,21206,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101920,Beaverton SD 48J,,,584,Reading/Language Arts,64,21073,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101980,Bend-LaPine Administrative SD 1,,,583,Mathematics,51,7982,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101980,Bend-LaPine Administrative SD 1,,,584,Reading/Language Arts,61,8151,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102040,Bethel SD 52,,,583,Mathematics,38,2911,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102040,Bethel SD 52,,,584,Reading/Language Arts,52,2940,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102160,Blachly SD 90,,,583,Mathematics,35-39,131,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102160,Blachly SD 90,,,584,Reading/Language Arts,40-44,130,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102190,Black Butte SD 41,,,583,Mathematics,40-59,21,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102190,Black Butte SD 41,,,584,Reading/Language Arts,60-79,21,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102310,Brookings-Harbor SD 17C,,,583,Mathematics,31,822,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102310,Brookings-Harbor SD 17C,,,584,Reading/Language Arts,48,829,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4101740,Burnt River SD 30J,,,583,Mathematics,LT50,14,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4101740,Burnt River SD 30J,,,584,Reading/Language Arts,GE50,14,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102580,Butte Falls SD 91,,,583,Mathematics,20-24,102,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102580,Butte Falls SD 91,,,584,Reading/Language Arts,40-44,101,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102610,Camas Valley SD 21J,,,583,Mathematics,35-39,103,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102610,Camas Valley SD 21J,,,584,Reading/Language Arts,50-54,103,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102640,Canby SD 86,,,583,Mathematics,44,2256,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102640,Canby SD 86,,,584,Reading/Language Arts,52,2312,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102780,Cascade SD 5,,,583,Mathematics,37,1195,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102780,Cascade SD 5,,,584,Reading/Language Arts,54,1213,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102800,Centennial SD 28J,,,583,Mathematics,34,3135,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102800,Centennial SD 28J,,,584,Reading/Language Arts,45,3087,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4105760,Central Curry SD 1,,,583,Mathematics,32,227,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4105760,Central Curry SD 1,,,584,Reading/Language Arts,55,229,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102910,Central Linn SD 552,,,583,Mathematics,44,327,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102910,Central Linn SD 552,,,584,Reading/Language Arts,56,328,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102940,Central Point SD 6,,,583,Mathematics,38,2402,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102940,Central Point SD 6,,,584,Reading/Language Arts,51,2400,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4102840,Central SD 13J,,,583,Mathematics,30,1747,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4102840,Central SD 13J,,,584,Reading/Language Arts,41,1738,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103260,Clatskanie SD 6J,,,583,Mathematics,26,339,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103260,Clatskanie SD 6J,,,584,Reading/Language Arts,50,344,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103270,Colton SD 53,,,583,Mathematics,30,332,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103270,Colton SD 53,,,584,Reading/Language Arts,48,329,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103330,Condon SD 25J,,,583,Mathematics,40-44,67,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103330,Condon SD 25J,,,584,Reading/Language Arts,55-59,67,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103660,Coos Bay SD 9,,,583,Mathematics,32,1512,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103660,Coos Bay SD 9,,,584,Reading/Language Arts,39,1528,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103390,Coquille SD 8,,,583,Mathematics,39,536,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103390,Coquille SD 8,,,584,Reading/Language Arts,52,532,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103420,Corbett SD 39,,,583,Mathematics,40,654,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103420,Corbett SD 39,,,584,Reading/Language Arts,54,654,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103480,Corvallis SD 509J,,,583,Mathematics,55,3329,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103480,Corvallis SD 509J,,,584,Reading/Language Arts,65,3370,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103540,Cove SD 15,,,583,Mathematics,35-39,148,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103540,Cove SD 15,,,584,Reading/Language Arts,55-59,148,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103690,Creswell SD 40,,,583,Mathematics,42,634,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103690,Creswell SD 40,,,584,Reading/Language Arts,54,637,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103720,Crook County SD,,,583,Mathematics,35,1547,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103720,Crook County SD,,,584,Reading/Language Arts,53,1552,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103780,Crow-Applegate-Lorane SD 66,,,583,Mathematics,30-34,112,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103780,Crow-Applegate-Lorane SD 66,,,584,Reading/Language Arts,45-49,112,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103840,Culver SD 4,,,583,Mathematics,42,345,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103840,Culver SD 4,,,584,Reading/Language Arts,55,345,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103860,Dallas SD 2,,,583,Mathematics,40,1673,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103860,Dallas SD 2,,,584,Reading/Language Arts,52,1684,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103940,David Douglas SD 40,,,583,Mathematics,34,5616,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103940,David Douglas SD 40,,,584,Reading/Language Arts,49,5534,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103990,Dayton SD 8,,,583,Mathematics,35,509,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103990,Dayton SD 8,,,584,Reading/Language Arts,42,511,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4104020,Dayville SD 16J,,,583,Mathematics,21-39,22,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4104020,Dayville SD 16J,,,584,Reading/Language Arts,21-39,22,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4104170,Diamond SD 7,,,583,Mathematics,.,0,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4104170,Diamond SD 7,,,584,Reading/Language Arts,.,0,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4104290,Double O SD 28,,,583,Mathematics,PS,2,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4104290,Double O SD 28,,,584,Reading/Language Arts,PS,2,,All Students,All Students,,All Grades,Reading/Language Arts,,
2016-2017,OREGON,4103960,Douglas County SD 15,,,583,Mathematics,20-24,90,,All Students,All Students,,All Grades,Mathematics,,
2016-2017,OREGON,4103960,Douglas County SD 15,,,584,Reading/Language Arts,40-44,91,,All Students,All Students,,All Grades,Reading/Language Arts,,
